timestamp,zh-%E4%BA%BA%E9%A1%9E%E5%85%8D%E7%96%AB%E7%BC%BA%E9%99%B7%E7%97%85%E6%AF%92,zh-%E5%82%B3%E6%9F%93%E6%80%A7%E5%96%AE%E6%A0%B8%E7%99%BD%E8%A1%80%E7%90%83%E5%A2%9E%E5%A4%9A%E7%97%87,zh-%E5%87%8F%E8%82%A5,zh-%E5%8F%91%E7%83%AD,zh-%E5%AD%90%E5%AE%AE%E9%A0%B8%E7%99%8C,zh-%E5%AE%89%E5%85%A8%E6%80%A7%E8%A1%8C%E7%82%BA,zh-%E6%83%A1%E7%97%85%E9%AB%94%E8%B3%AA,zh-%E6%85%A2%E7%97%85%E6%AF%92%E5%B1%AC,zh-%E6%8A%97%E5%8F%8D%E8%BD%89%E9%8C%84%E7%97%85%E6%AF%92%E8%97%A5%E7%89%A9,zh-%E6%8B%89%E7%B1%B3%E5%A4%AB%E5%AE%9A,zh-%E7%96%B9,zh-%E8%89%BE%E6%BB%8B%E7%97%85,zh-%E8%9B%8B%E7%99%BD%E9%85%B6%E6%8A%91%E5%88%B6%E5%89%82,zh-%E9%80%86%E8%BD%AC%E5%BD%95%E7%97%85%E6%AF%92,zh-%E9%80%86%E8%BD%AC%E5%BD%95%E9%85%B6%E6%8A%91%E5%88%B6%E5%89%82,zh-%E9%BD%90%E5%A4%9A%E5%A4%AB%E5%AE%9A,zh-HIV%E6%AA%A2%E6%B8%AC,zh
2009-10-20 00:00:00,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,58044
2009-10-20 01:00:00,1,0,0,1,3,1,0,1,0,0,0,4,0,0,0,0,1,78732
2009-10-20 02:00:00,2,0,1,0,3,0,0,0,1,0,0,13,0,2,0,1,0,101799
2009-10-20 03:00:00,1,0,0,1,1,1,0,0,0,0,0,6,0,2,0,2,1,122703
2009-10-20 04:00:00,1,0,0,0,2,1,1,0,2,0,0,16,0,2,0,3,1,204146
2009-10-20 05:00:00,1,0,0,0,1,1,0,1,0,1,0,7,0,0,0,0,0,126351
2009-10-20 06:00:00,4,0,0,0,4,0,0,0,0,0,0,11,0,2,0,0,0,129392
2009-10-20 07:00:00,2,0,0,1,3,1,0,0,0,3,0,11,1,2,0,0,0,146221
2009-10-20 08:00:00,3,0,0,1,0,1,0,0,1,2,0,11,0,0,0,0,0,137397
2009-10-20 09:00:00,1,0,1,0,1,1,0,0,1,0,0,19,0,3,0,1,0,141939
2009-10-20 10:00:00,1,0,1,2,3,2,0,0,0,0,0,8,0,0,0,0,0,134639
2009-10-20 11:00:00,0,0,1,0,3,0,0,0,0,3,0,12,0,0,0,0,0,121916
2009-10-20 12:00:00,1,0,1,1,0,1,0,0,0,0,0,12,0,1,0,0,0,130282
2009-10-20 13:00:00,4,0,0,3,5,0,0,0,0,0,0,16,1,0,0,1,0,136818
2009-10-20 14:00:00,6,0,0,0,3,2,0,1,0,1,0,8,0,0,0,2,0,140725
2009-10-20 15:00:00,6,0,1,1,2,2,0,0,0,0,0,17,0,2,0,0,0,137733
2009-10-20 16:00:00,2,0,1,4,1,0,0,0,0,0,0,8,0,0,0,0,0,129365
2009-10-20 17:00:00,1,0,0,0,1,3,0,0,0,1,0,9,0,0,0,0,1,104107
2009-10-20 18:00:00,0,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,1,78061
2009-10-20 19:00:00,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,67218
2009-10-20 20:00:00,1,0,1,1,0,1,0,0,0,1,0,6,0,0,0,0,0,60268
2009-10-20 21:00:00,0,0,1,2,3,0,0,0,0,0,0,5,0,0,0,0,0,62748
2009-10-20 22:00:00,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,59823
2009-10-20 23:00:00,0,0,0,0,0,2,1,2,0,0,0,2,2,1,0,1,0,66955
2009-10-21 00:00:00,0,0,0,1,1,1,0,0,0,1,0,3,0,0,0,0,1,93001
2009-10-21 01:00:00,0,0,1,4,3,1,0,0,1,0,0,5,0,0,0,0,1,113488
2009-10-21 02:00:00,1,0,3,0,2,0,0,0,0,0,0,11,1,2,0,0,0,132555
2009-10-21 03:00:00,1,0,0,0,1,0,0,1,0,0,0,10,1,2,0,0,0,142432
2009-10-21 04:00:00,2,0,1,1,0,0,1,0,1,1,0,7,0,0,0,0,3,147275
2009-10-21 05:00:00,4,0,1,0,0,0,0,1,1,4,1,13,0,0,0,0,0,147909
2009-10-21 06:00:00,1,0,2,0,4,0,0,0,3,1,0,5,0,3,0,0,1,150004
2009-10-21 07:00:00,1,0,3,1,1,3,1,0,0,0,0,5,0,0,0,1,1,152626
2009-10-21 08:00:00,6,0,0,0,4,2,1,0,0,0,0,19,0,2,0,0,0,134742
2009-10-21 09:00:00,2,0,1,1,0,1,0,0,0,0,0,11,0,0,0,0,3,141142
2009-10-21 10:00:00,10,0,2,1,2,2,1,0,0,1,0,14,0,0,0,0,0,137476
2009-10-21 11:00:00,1,0,0,0,1,3,0,0,0,0,0,9,0,0,0,0,1,127794
2009-10-21 12:00:00,2,0,0,0,2,0,1,0,0,0,0,24,0,1,0,0,1,139074
2009-10-21 13:00:00,6,0,0,0,7,4,0,0,0,0,0,14,0,0,0,0,0,135861
2009-10-21 14:00:00,4,0,0,0,3,1,0,0,0,0,0,20,0,0,0,0,1,152726
2009-10-21 15:00:00,2,0,0,0,3,0,0,0,0,0,0,18,0,1,0,0,0,144532
2009-10-21 16:00:00,1,0,1,2,2,1,0,0,0,1,0,10,0,0,0,1,1,135465
2009-10-21 17:00:00,3,0,1,1,2,1,0,0,0,0,0,4,0,0,0,0,0,113131
2009-10-21 18:00:00,2,0,2,1,0,2,0,0,0,1,0,4,0,1,0,0,0,87190
2009-10-21 19:00:00,0,0,1,2,1,2,0,0,0,0,0,2,0,0,0,0,0,98062
2009-10-21 20:00:00,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,72409
2009-10-21 21:00:00,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,72059
2009-10-21 22:00:00,0,0,0,2,1,2,0,0,0,0,0,2,0,0,0,0,1,98319
2009-10-21 23:00:00,0,0,1,1,4,0,0,0,0,0,0,3,0,0,0,1,0,85323
2009-10-22 00:00:00,3,0,2,0,1,0,0,0,0,0,0,3,1,0,0,0,0,89021
2009-10-22 01:00:00,2,0,0,0,3,2,0,0,0,1,0,9,0,0,0,0,2,108838
2009-10-22 02:00:00,2,0,1,1,5,1,0,0,0,0,0,6,0,0,0,0,0,192372
2009-10-22 03:00:00,2,0,1,2,0,0,0,0,0,1,0,14,0,0,0,3,0,194090
2009-10-22 04:00:00,3,0,1,0,1,1,0,0,0,1,0,17,0,1,0,0,2,127100
2009-10-22 05:00:00,2,0,2,0,23,0,0,0,0,1,0,11,0,1,0,1,1,135543
2009-10-22 06:00:00,0,0,2,0,14,0,1,0,0,0,0,10,1,2,0,0,2,135899
2009-10-22 07:00:00,7,0,1,1,3,0,0,0,0,0,0,11,0,1,0,0,0,133007
2009-10-22 08:00:00,5,0,1,1,2,1,1,0,0,0,0,14,0,0,0,0,1,132498
2009-10-22 09:00:00,3,0,1,1,3,2,0,0,0,2,0,12,0,0,0,1,0,134132
2009-10-22 10:00:00,2,0,3,0,1,0,0,0,0,1,0,12,0,1,0,0,0,125322
2009-10-22 11:00:00,2,0,1,0,1,1,1,0,0,3,0,12,0,0,0,1,0,114977
2009-10-22 12:00:00,1,0,3,1,3,0,0,0,0,1,0,15,1,0,0,0,0,127671
2009-10-22 13:00:00,2,0,1,1,1,0,0,0,0,3,0,16,0,0,0,1,1,134261
2009-10-22 14:00:00,2,0,0,1,2,1,0,1,0,0,0,24,0,1,0,1,0,140939
2009-10-22 15:00:00,0,0,1,1,2,4,0,0,0,1,0,6,0,1,0,1,0,145297
2009-10-22 16:00:00,3,0,3,1,1,0,0,0,0,0,0,14,0,0,0,0,0,132145
2009-10-22 17:00:00,2,0,1,2,2,0,0,0,1,0,0,9,0,0,0,0,0,111573
2009-10-22 18:00:00,1,0,1,0,0,5,0,0,0,0,0,7,0,1,0,0,0,87151
2009-10-22 19:00:00,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,77863
2009-10-22 20:00:00,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,70896
2009-10-22 21:00:00,2,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,80233
2009-10-22 22:00:00,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,71295
2009-10-22 23:00:00,0,0,2,2,1,0,0,0,0,0,0,6,0,1,0,0,0,63350
2009-10-23 00:00:00,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,72946
2009-10-23 01:00:00,0,0,0,0,1,0,0,0,1,0,0,12,0,2,0,0,0,89011
2009-10-23 02:00:00,0,0,0,1,2,0,0,0,0,0,0,8,0,0,0,0,0,126564
2009-10-23 03:00:00,3,0,2,2,1,0,0,0,0,1,0,12,0,2,0,0,3,136008
2009-10-23 04:00:00,1,0,1,0,1,4,0,0,1,0,0,8,0,0,0,0,1,137137
2009-10-23 05:00:00,1,0,0,1,1,1,0,0,0,3,0,8,0,2,0,0,0,118452
2009-10-23 06:00:00,1,0,2,0,5,0,0,0,0,0,0,4,0,1,0,0,0,134608
2009-10-23 07:00:00,3,0,0,2,1,2,0,0,0,4,0,3,0,0,0,2,1,137496
2009-10-23 08:00:00,1,0,1,0,0,0,0,0,1,1,0,14,0,0,0,0,1,212858
2009-10-23 09:00:00,3,0,1,1,1,0,0,0,0,1,0,8,0,0,0,1,1,139006
2009-10-23 10:00:00,2,0,2,0,0,0,0,0,0,1,0,12,0,0,0,0,0,131120
2009-10-23 11:00:00,0,0,2,1,2,1,0,0,0,0,0,8,0,0,0,0,0,125850
2009-10-23 12:00:00,3,0,1,0,2,2,0,0,0,0,0,11,2,0,0,0,2,125993
2009-10-23 13:00:00,4,0,0,0,2,3,0,0,0,1,0,7,0,0,0,1,1,120083
2009-10-23 14:00:00,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,123372
2009-10-23 15:00:00,0,0,1,3,3,0,0,0,0,0,0,7,0,3,0,0,3,129281
2009-10-23 16:00:00,7,0,3,1,1,2,0,1,1,0,0,8,0,1,0,1,2,121318
2009-10-23 17:00:00,1,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,101467
2009-10-23 18:00:00,0,0,0,1,2,2,0,0,0,0,0,3,1,0,0,0,0,85475
2009-10-23 19:00:00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,73063
2009-10-23 20:00:00,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,63245
2009-10-23 21:00:00,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,58459
2009-10-23 22:00:00,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,56805
2009-10-23 23:00:00,2,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,65983
2009-10-24 00:00:00,2,0,0,1,2,0,0,1,0,0,0,9,0,0,0,0,0,66824
2009-10-24 01:00:00,0,0,0,2,3,0,0,0,0,0,0,9,0,0,0,2,0,80788
2009-10-24 02:00:00,0,0,0,1,2,0,0,0,0,0,0,19,0,0,0,0,1,118325
2009-10-24 03:00:00,1,0,1,1,3,0,0,0,0,0,0,21,0,0,0,3,0,131504
2009-10-24 04:00:00,3,0,1,2,0,0,0,1,0,0,0,9,0,2,0,0,2,124482
2009-10-24 05:00:00,3,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,122918
2009-10-24 06:00:00,2,0,1,1,3,0,0,0,1,1,0,17,0,1,0,1,1,123994
2009-10-24 07:00:00,3,0,0,0,2,2,0,0,0,0,0,11,0,0,0,0,3,121041
2009-10-24 08:00:00,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,1,119683
2009-10-24 09:00:00,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,119259
2009-10-24 10:00:00,1,0,2,2,1,1,0,0,0,1,0,6,0,1,0,0,0,123581
2009-10-24 11:00:00,3,0,0,2,1,0,1,0,0,0,0,9,0,0,0,1,0,121565
2009-10-24 12:00:00,1,0,0,0,5,1,1,0,0,0,0,12,0,0,0,0,1,126801
2009-10-24 13:00:00,1,0,1,1,3,0,0,0,0,0,0,16,0,1,0,0,0,128324
2009-10-24 14:00:00,0,0,0,1,1,2,0,0,0,0,0,13,0,1,0,3,2,139456
2009-10-24 15:00:00,4,0,2,1,2,3,0,0,0,0,0,7,0,0,0,0,0,140846
2009-10-24 16:00:00,7,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,129286
2009-10-24 17:00:00,6,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,167583
2009-10-24 18:00:00,1,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,142634
2009-10-24 19:00:00,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,1,81934
2009-10-24 20:00:00,2,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,63477
2009-10-24 21:00:00,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,58981
2009-10-24 22:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50285
2009-10-24 23:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,53046
2009-10-25 00:00:00,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,58511
2009-10-25 01:00:00,0,0,0,0,3,1,0,0,0,0,0,11,1,2,0,0,0,78209
2009-10-25 02:00:00,7,0,2,1,1,0,0,0,0,0,0,11,0,0,0,2,0,94462
2009-10-25 03:00:00,4,0,1,1,4,0,0,0,1,0,0,6,0,1,0,0,1,105014
2009-10-25 04:00:00,4,0,0,0,1,0,0,0,1,0,0,3,0,3,0,1,1,119450
2009-10-25 05:00:00,2,0,1,0,1,0,0,0,0,0,0,8,0,1,0,0,0,121546
2009-10-25 06:00:00,3,0,6,0,1,0,1,0,0,0,0,10,0,0,0,0,1,123502
2009-10-25 07:00:00,0,0,0,0,4,1,0,0,0,1,0,8,0,2,0,0,0,125325
2009-10-25 08:00:00,3,0,0,0,3,0,0,0,0,0,0,6,0,1,0,0,0,129887
2009-10-25 09:00:00,3,0,2,0,1,0,1,0,0,0,0,28,0,0,0,0,1,133367
2009-10-25 10:00:00,6,0,4,0,5,0,0,0,0,1,0,3,0,1,0,0,0,126178
2009-10-25 11:00:00,1,1,4,1,0,11,0,0,0,0,0,7,0,0,0,0,0,121267
2009-10-25 12:00:00,0,0,3,3,6,1,0,1,0,1,0,9,0,0,0,1,0,121345
2009-10-25 13:00:00,0,0,0,6,3,3,0,0,0,0,0,5,0,3,0,1,1,136919
2009-10-25 14:00:00,1,0,0,1,0,0,0,0,0,0,0,22,0,2,0,0,0,138602
2009-10-25 15:00:00,1,0,0,3,3,2,0,0,1,0,0,11,0,0,0,0,2,135461
2009-10-25 16:00:00,4,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,1,124362
2009-10-25 17:00:00,2,0,0,0,3,1,0,0,1,0,0,8,0,0,0,0,0,105644
2009-10-25 18:00:00,0,0,1,2,6,0,0,0,0,0,0,6,0,0,0,1,0,84353
2009-10-25 19:00:00,0,0,0,1,1,1,0,0,0,1,0,16,0,1,0,0,0,66614
2009-10-25 20:00:00,0,0,0,1,0,0,1,1,0,0,0,3,0,1,0,0,0,58680
2009-10-25 21:00:00,1,0,0,0,0,2,0,1,0,2,0,3,0,1,0,0,0,59242
2009-10-25 22:00:00,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,53794
2009-10-25 23:00:00,4,0,0,2,1,1,0,1,0,0,0,4,0,0,0,0,1,60732
2009-10-26 00:00:00,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,75921
2009-10-26 01:00:00,2,0,1,1,1,0,0,0,0,0,0,7,2,0,0,0,0,83148
2009-10-26 02:00:00,1,0,0,1,2,0,0,1,0,1,0,8,1,0,0,2,0,112553
2009-10-26 03:00:00,2,0,2,2,2,1,0,0,0,0,0,8,0,1,0,1,1,128919
2009-10-26 04:00:00,3,0,1,5,2,11,0,1,0,0,0,6,0,0,0,0,2,152208
2009-10-26 05:00:00,5,0,0,2,0,0,0,0,0,1,0,6,1,0,0,1,3,134223
2009-10-26 06:00:00,4,0,2,1,2,0,0,0,1,0,0,11,0,0,0,0,0,153307
2009-10-26 07:00:00,2,0,0,0,0,0,0,0,0,3,0,14,0,2,0,1,0,150089
2009-10-26 08:00:00,2,0,0,0,1,0,1,0,0,0,0,11,0,2,0,0,0,194682
2009-10-26 09:00:00,2,0,0,1,1,4,1,0,0,0,0,2,0,1,1,1,1,179915
2009-10-26 10:00:00,2,0,1,1,4,4,0,0,0,1,0,17,0,2,0,0,3,134589
2009-10-26 11:00:00,1,0,0,5,1,0,1,0,0,0,0,9,0,0,0,0,1,122521
2009-10-26 12:00:00,2,0,0,0,0,2,1,0,0,0,0,21,0,3,0,1,2,131793
2009-10-26 13:00:00,3,0,1,1,3,0,0,0,0,1,0,11,0,4,0,1,0,141783
2009-10-26 14:00:00,3,0,0,0,2,0,0,0,0,0,0,15,0,1,0,1,1,139791
2009-10-26 15:00:00,0,0,0,3,2,2,1,0,0,0,0,11,0,0,0,0,0,141837
2009-10-26 16:00:00,2,0,14,0,0,0,1,0,0,0,0,3,0,0,0,0,1,128117
2009-10-26 17:00:00,4,0,2,1,0,2,0,0,0,0,0,7,0,2,0,0,0,101955
2009-10-26 18:00:00,1,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,82372
2009-10-26 19:00:00,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,72489
2009-10-26 20:00:00,0,0,0,0,3,0,0,0,0,2,0,3,0,3,0,0,1,69739
2009-10-26 21:00:00,0,0,0,1,2,2,0,0,0,0,0,5,0,0,0,0,0,71351
2009-10-26 22:00:00,1,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,1,60600
2009-10-26 23:00:00,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,61548
2009-10-27 00:00:00,0,0,0,0,1,4,0,0,0,0,0,10,0,0,0,0,1,63779
2009-10-27 01:00:00,0,0,0,0,1,2,1,0,2,0,0,6,0,0,0,0,0,81839
2009-10-27 02:00:00,4,0,2,2,2,1,0,0,0,1,0,8,0,0,0,0,1,108031
2009-10-27 03:00:00,4,0,2,3,4,0,0,0,0,0,0,10,0,0,0,1,0,115211
2009-10-27 04:00:00,1,0,0,0,5,1,2,0,0,0,0,10,0,0,0,0,1,126798
2009-10-27 05:00:00,3,0,0,0,1,0,0,0,0,1,0,12,0,0,0,3,1,121450
2009-10-27 06:00:00,1,0,1,0,3,0,0,0,0,0,0,3,0,1,0,0,0,130226
2009-10-27 07:00:00,1,0,1,5,1,10,0,0,0,0,0,13,1,1,0,0,1,141053
2009-10-27 08:00:00,1,0,2,1,0,0,0,0,0,1,0,6,0,1,0,0,1,140616
2009-10-27 09:00:00,3,0,0,2,1,1,0,2,0,3,0,42,0,4,0,2,0,133289
2009-10-27 10:00:00,3,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,1,118087
2009-10-27 11:00:00,2,0,1,2,2,2,0,0,1,0,0,7,0,0,0,1,0,124546
2009-10-27 12:00:00,0,0,0,1,3,0,0,0,0,0,0,5,0,1,0,0,0,126767
2009-10-27 13:00:00,0,0,0,0,6,2,2,0,0,0,0,5,0,0,0,0,0,130871
2009-10-27 14:00:00,3,0,0,2,3,0,0,0,0,1,0,14,0,1,0,1,1,132355
2009-10-27 15:00:00,1,0,2,2,2,0,0,0,0,2,0,27,0,0,0,2,0,133823
2009-10-27 16:00:00,2,0,2,2,3,2,0,0,0,0,0,30,0,0,0,0,3,112586
2009-10-27 17:00:00,2,0,0,2,0,1,0,0,0,0,0,13,0,1,0,0,2,91348
2009-10-27 18:00:00,2,0,0,1,1,1,0,1,0,0,0,5,0,0,0,0,0,76019
2009-10-27 19:00:00,0,0,1,0,1,3,0,0,0,0,0,18,0,0,0,0,0,64638
2009-10-27 20:00:00,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,63320
2009-10-27 21:00:00,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,66321
2009-10-27 22:00:00,1,0,0,0,1,1,1,0,0,2,0,14,0,0,0,0,0,64948
2009-10-27 23:00:00,0,0,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,67307
2009-10-28 00:00:00,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,67464
2009-10-28 01:00:00,0,0,0,2,3,0,0,0,0,1,0,8,0,0,0,0,0,88739
2009-10-28 02:00:00,2,0,0,0,3,2,0,0,0,1,0,13,1,0,0,3,1,111694
2009-10-28 03:00:00,1,0,1,2,2,4,0,1,0,1,0,15,0,4,0,0,1,133902
2009-10-28 04:00:00,5,0,1,1,3,2,0,0,0,0,0,15,1,2,0,0,1,144480
2009-10-28 05:00:00,9,0,0,3,4,0,0,6,1,0,0,7,0,1,0,0,2,123714
2009-10-28 06:00:00,0,0,0,1,3,2,0,0,0,0,0,6,1,1,0,0,0,123344
2009-10-28 07:00:00,1,0,0,1,1,1,0,0,1,2,0,12,0,1,1,1,1,124812
2009-10-28 08:00:00,3,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,129221
2009-10-28 09:00:00,1,0,2,1,0,0,0,1,0,1,0,4,0,0,0,0,0,129901
2009-10-28 10:00:00,4,0,3,1,0,1,0,0,0,0,0,8,0,1,0,0,0,128003
2009-10-28 11:00:00,2,0,0,1,1,0,0,0,0,2,0,12,0,1,0,1,2,119194
2009-10-28 12:00:00,3,0,0,0,4,2,1,0,0,3,0,6,0,0,0,0,0,122550
2009-10-28 13:00:00,6,0,0,0,1,2,1,0,0,0,0,15,0,0,0,0,1,142235
2009-10-28 14:00:00,1,0,1,1,4,2,0,0,1,3,0,7,0,0,0,1,1,150316
2009-10-28 15:00:00,2,0,1,0,3,6,0,0,0,0,0,19,0,0,0,1,0,143983
2009-10-28 16:00:00,3,0,0,0,2,0,0,0,0,0,0,11,0,2,0,0,0,125470
2009-10-28 17:00:00,2,0,0,1,2,2,0,0,0,0,0,9,0,0,0,0,0,110650
2009-10-28 18:00:00,2,0,0,2,5,1,0,1,0,0,0,5,0,1,0,0,0,92534
2009-10-28 19:00:00,2,0,2,0,0,0,0,2,0,0,0,8,0,0,0,0,0,70216
2009-10-28 20:00:00,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,60812
2009-10-28 21:00:00,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,51204
2009-10-28 22:00:00,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62611
2009-10-28 23:00:00,3,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,63294
2009-10-29 00:00:00,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,0,72907
2009-10-29 01:00:00,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,99747
2009-10-29 02:00:00,0,0,0,1,1,1,0,0,0,0,0,6,1,0,0,2,4,118341
2009-10-29 03:00:00,3,0,6,0,3,3,1,0,0,0,0,5,0,1,0,0,0,132923
2009-10-29 04:00:00,3,0,0,1,0,2,0,1,0,1,0,5,0,2,0,1,2,126961
2009-10-29 05:00:00,0,0,3,6,2,1,0,1,0,0,0,4,0,1,0,0,0,114987
2009-10-29 06:00:00,3,0,1,1,3,0,0,0,0,2,0,6,0,1,0,1,0,116756
2009-10-29 07:00:00,0,0,1,1,5,1,0,1,0,0,0,1,0,0,0,0,0,130233
2009-10-29 08:00:00,0,0,1,1,1,1,0,0,0,0,0,5,0,5,0,0,0,132458
2009-10-29 09:00:00,1,0,0,0,0,2,0,0,0,1,0,6,0,0,0,0,0,138279
2009-10-29 10:00:00,2,0,0,1,0,1,0,0,0,1,0,4,0,1,0,0,0,122159
2009-10-29 11:00:00,0,0,1,1,1,0,0,0,0,0,0,4,0,2,0,0,1,112883
2009-10-29 12:00:00,3,0,1,0,5,0,0,0,0,0,0,7,0,1,0,0,0,119627
2009-10-29 13:00:00,4,0,1,2,1,1,1,1,0,1,0,3,0,0,0,0,4,141950
2009-10-29 14:00:00,2,0,2,0,3,1,0,0,0,0,0,8,0,1,0,0,0,138598
2009-10-29 15:00:00,3,0,0,1,4,1,0,0,0,1,0,5,0,0,0,1,1,130570
2009-10-29 16:00:00,3,0,0,0,3,1,0,0,0,0,0,8,0,1,0,1,0,120488
2009-10-29 17:00:00,1,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0,0,106610
2009-10-29 18:00:00,2,0,0,2,0,1,0,0,0,0,0,4,0,1,0,0,0,81376
2009-10-29 19:00:00,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,71811
2009-10-29 20:00:00,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,54919
2009-10-29 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52191
2009-10-29 22:00:00,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,53069
2009-10-29 23:00:00,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,65123
2009-10-30 00:00:00,0,0,0,1,1,1,0,0,1,0,0,1,0,2,0,0,0,75393
2009-10-30 01:00:00,2,0,0,0,1,0,0,0,0,0,0,6,0,2,0,1,0,81174
2009-10-30 02:00:00,1,0,0,3,2,1,0,0,0,1,0,6,1,0,0,0,0,121344
2009-10-30 03:00:00,0,0,1,0,1,4,0,0,1,0,0,4,1,1,0,0,5,139778
2009-10-30 04:00:00,2,0,2,1,1,1,0,0,0,0,0,5,1,0,0,0,1,141610
2009-10-30 05:00:00,2,0,1,3,2,2,0,0,0,1,0,2,0,0,0,0,1,123776
2009-10-30 06:00:00,1,0,1,2,3,0,0,1,0,0,0,11,1,2,0,1,0,134478
2009-10-30 07:00:00,2,0,0,2,2,3,0,0,0,0,0,9,3,0,0,0,1,128219
2009-10-30 08:00:00,0,0,0,1,3,2,2,1,0,1,0,6,0,0,0,0,0,137293
2009-10-30 09:00:00,1,0,0,1,0,4,1,0,1,1,0,2,0,0,0,1,0,136956
2009-10-30 10:00:00,1,0,0,2,2,1,0,0,0,0,0,4,0,0,0,0,1,122977
2009-10-30 11:00:00,0,0,0,2,2,3,0,0,1,0,0,2,0,0,0,1,1,107384
2009-10-30 12:00:00,1,0,0,1,3,4,0,0,0,1,0,8,0,2,0,0,1,108002
2009-10-30 13:00:00,0,0,1,1,2,3,0,0,0,0,0,3,0,0,0,0,0,110652
2009-10-30 14:00:00,4,0,0,2,3,0,0,0,0,0,0,5,0,1,0,0,1,121805
2009-10-30 15:00:00,0,0,0,1,3,0,0,0,0,1,0,6,0,0,0,1,0,120534
2009-10-30 16:00:00,3,0,0,1,2,1,0,0,0,0,0,9,1,2,0,1,1,114277
2009-10-30 17:00:00,3,0,0,0,4,2,0,0,0,1,0,3,0,0,0,0,0,97251
2009-10-30 18:00:00,1,0,0,0,0,1,0,0,2,0,0,12,0,1,0,0,0,76476
2009-10-30 19:00:00,5,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,71788
2009-10-30 20:00:00,1,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,62307
2009-10-30 21:00:00,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,1,59718
2009-10-30 22:00:00,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,55788
2009-10-30 23:00:00,1,0,0,0,1,5,0,0,1,0,1,3,0,0,0,2,2,66113
2009-10-31 00:00:00,0,0,0,0,0,1,0,0,2,0,0,4,0,2,0,1,0,69344
